init_x,init_y,final_x,final_y,time_delay,true_H0
0.134266,0.607986,-0.292438,-0.110613,243.463738,70.000000
0.424196,-0.543667,0.283058,0.094429,222.083685,70.000000
0.581460,0.591940,0.652805,0.396519,172.670791,70.000000
0.739642,-0.839509,-0.349416,-0.042969,136.320432,70.000000
0.366868,-0.046437,0.083273,-0.002288,346.702868,70.000000
-0.472364,0.986363,0.043879,-0.460313,165.925843,70.000000
-0.188728,0.050592,-0.021924,0.000071,368.889293,70.000000
0.291936,0.566231,0.408309,-0.099718,180.243448,70.000000
0.649192,0.964507,0.739546,0.839790,130.703632,70.000000
0.461190,-0.775774,-0.502512,-0.467274,160.932313,70.000000
-0.428908,-0.662524,0.465440,-0.344024,183.111452,70.000000
0.967434,-0.340421,0.309006,0.171497,208.061745,70.000000
0.540337,-0.561945,-0.598318,-0.312680,183.533446,70.000000
-0.609122,0.489340,-0.372894,0.139173,186.832620,70.000000
0.341287,0.006301,0.087961,0.000252,346.399798,70.000000
-0.097367,-0.446674,0.114152,0.135616,269.803103,70.000000
0.751362,0.139874,-0.166237,0.048969,289.472941,70.000000
0.864551,0.514186,0.270536,0.101063,164.299509,70.000000
-0.070024,-0.900726,0.152217,-0.432919,107.648215,70.000000
-0.494976,0.941817,-0.587488,-0.454377,147.837469,70.000000
-0.885915,0.429883,0.616547,0.241678,176.251613,70.000000
-0.954600,0.032184,0.439412,0.029237,197.215028,70.000000
0.916530,0.111618,-0.549749,-0.001739,197.654025,70.000000
-0.042118,0.122189,-0.005877,0.000012,326.625600,70.000000
-0.370575,-0.260384,-0.138641,-0.031902,314.871553,70.000000
-0.274335,-0.741103,-0.138563,-0.119777,249.155563,70.000000
0.277467,-0.615043,0.101518,-0.087742,208.559554,70.000000
0.971420,0.657839,0.249405,-0.405087,160.942238,70.000000
0.298759,-0.752869,0.034853,0.167431,121.523192,70.000000
0.537219,-0.953414,-0.893782,-0.383722,135.604553,70.000000
-0.027417,-0.793025,-0.491021,-0.147120,171.401815,70.000000
-0.379438,0.779203,-0.356799,0.066903,202.802193,70.000000
0.062495,0.354392,0.049679,0.004003,341.266830,70.000000
0.270949,-0.163191,-0.021405,0.004121,359.662255,70.000000
-0.752085,-0.296996,0.049738,0.028866,226.475502,70.000000
0.386085,0.936161,0.174366,0.145848,146.470941,70.000000
0.053001,0.781422,-0.100451,0.035640,228.046765,70.000000
-0.632944,0.115408,0.202053,0.042104,292.963431,70.000000
-0.337491,-0.219075,0.011527,0.018697,332.978467,70.000000
0.005919,-0.518261,-0.074802,0.029154,299.867010,70.000000
-0.415747,0.544137,-0.297137,-0.052013,239.821322,70.000000
-0.684058,-0.966832,-0.648591,-0.878560,130.675645,70.000000
0.456457,-0.319970,-0.241236,0.027058,269.948666,70.000000
0.265991,0.506341,0.160876,-0.060251,279.517970,70.000000
0.065515,-0.893325,0.083194,-0.015217,259.217364,70.000000
-0.111256,0.118073,-0.019912,-0.000072,349.162239,70.000000
0.450409,0.028830,0.149727,-0.010367,305.161904,70.000000
0.538402,0.922496,0.665029,0.722657,139.962520,70.000000
0.391654,0.528064,-0.298386,-0.074775,228.995810,70.000000
-0.835205,0.717473,0.668331,0.546693,144.243203,70.000000
0.563767,-0.761912,-0.422388,-0.388173,153.083051,70.000000
0.536825,0.423443,0.150275,-0.012469,213.367382,70.000000
0.803989,0.647014,-0.188553,-0.051644,151.510393,70.000000
0.359920,-0.823130,-0.443119,-0.376211,168.309267,70.000000
-0.338527,0.377475,-0.093464,-0.046281,302.513365,70.000000
